id,degree_all,eigen_all,close_all,between_all,cluster_all,component_all,component_size_all
1961-053,25,0.001516300961605996,3.0687083806425876e-5,27341.437456155047,82,1,8522
1961-054,17,0.015946169997779806,3.407155025553663e-5,3498.4097879834353,1,1,8522
1961-055,6,0.0033342947770713138,3.016409266409266e-5,1704.030074897883,1,1,8522
1961-057,5,0.01855637899021186,3.264666514315563e-5,55.8445654161606,25,1,8522
1961-058,38,0.04484929353041569,3.5390713476783694e-5,54392.942520914046,20,1,8522
1961-059,6,7.448852966588485e-4,2.8966196448744316e-5,2542.371162982563,21,1,8522
1961-060,16,0.00524897545666054,3.2407557442395564e-5,2796.556868278608,1,1,8522
1961-061,23,0.012179641926212736,3.379063323646685e-5,9361.14781155653,1,1,8522
1961-062,1,1.346326211736085e-4,2.5589191125668516e-5,0,298,1,8522
1961-063,44,0.07738430146906733,3.478744868851318e-5,17207.100567331057,125,1,8522
1961-064,13,0.0051332767756856355,3.175913869215867e-5,14402.868696316582,87,1,8522
1961-065,32,0.06295924586384523,3.5374438430789914e-5,8903.598794852544,49,1,8522
1961-066,25,0.03286952993448733,3.442103813851026e-5,2335.319829609891,14,1,8522
1961-067,21,0.04232011821846704,3.3800912624640865e-5,2538.5267319264744,49,1,8522
1961-068,9,0.003989819776710228,3.1422825540472596e-5,733.1867316331192,1,1,8522
1961-069,18,0.0147234703602174,3.402402095879691e-5,5869.002150313301,16,1,8522
1961-070,4,0.00237971300899854,2.827494557072978e-5,50.31738716494003,125,1,8522
1961-071,20,0.008894397717896924,3.370635027639207e-5,11282.679496557103,1,1,8522
1961-072,8,4.852553862711271e-4,2.8335033435339454e-5,4171.780141564957,51,1,8522
1961-073,11,0.010114515682208843,3.378150124991555e-5,5976.416282962104,49,1,8522
1961-074,7,9.993532741783533e-4,2.923805625402023e-5,4588.703734389078,1,1,8522
1961-075,15,0.018357146140192,3.4059945504087195e-5,4384.186762303187,49,1,8522
1961-076,18,0.0037186249681010826,3.133126546981233e-5,3505.321533638982,36,1,8522
1961-077,39,0.052992067540783686,3.5380696292103026e-5,40906.93713568612,49,1,8522
1961-080,1,7.707153391410527e-4,2.647043252686749e-5,0,385,1,8522
1961-081,13,0.010312640516513873,3.301964668978042e-5,2730.6523152766467,29,1,8522
1961-082,5,0.0012584351400081386,2.9571800331204167e-5,275.4414144254809,36,1,8522
1961-083,6,0.0014688411456429255,2.9420417769932336e-5,640.0345546436415,16,1,8522
1961-084,1,0.0034076391000539344,2.89863474303603e-5,0,409,1,8522
1961-085,10,0.020305851977449257,3.241070849808777e-5,650.801434513363,29,1,8522
1961-086,19,0.057247816964511825,3.408200129511605e-5,579.7949099772674,5,1,8522
1961-087,4,7.117812786446626e-5,2.4951967462634428e-5,282.86560778389367,6,1,8522
1961-088,3,2.4851247786178497e-4,2.6633995632024715e-5,118.07977318230834,1,1,8522
1961-089,9,5.742177460666183e-4,2.863278453829635e-5,8336.824348608685,119,1,8522
1961-090,28,0.10702841206439144,3.554670837480449e-5,18949.932636157915,89,1,8522
1961-091,8,0.01937235647571535,3.123828564288392e-5,197.7070143771845,29,1,8522
1961-092,1,2.4825181624082097e-5,2.362558177995133e-5,0,397,1,8522
1961-093,9,3.669030097834174e-4,2.8071751396569632e-5,761.553437361159,82,1,8522
1961-094,13,0.003422172365360605,3.176216490916021e-5,3040.995357648561,36,1,8522
1961-095,5,0.01696377833684247,3.221234377013272e-5,9.338867393256063,25,1,8522
1961-096,10,0.0038923911503623326,3.034164694459615e-5,1510.499551563399,49,1,8522
1961-097,27,0.011808607415742007,3.488331531028709e-5,13564.049788326422,90,1,8522
1961-098,23,0.004719234642402293,3.186844705057522e-5,6502.169854272648,90,1,8522
1961-099,14,0.003890639272197101,3.150499354147632e-5,1575.5816916980125,90,1,8522
1961-100,7,0.0017777603573168805,3.0297521662727987e-5,3189.5425154416466,64,1,8522
1961-101,1,9.509719783360408e-4,2.718573292735972e-5,0,300,1,8522
1961-102,88,0.038394421842050275,3.832739258748228e-5,184759.50328365603,16,1,8522
1961-103,37,0.15396339924509456,3.6091962319991336e-5,6660.817804662025,49,1,8522
1961-104,23,0.013050105666519938,3.538194813006404e-5,17728.270106710777,1,1,8522
1961-105,42,0.14655724894393857,3.56582513193553e-5,1993.4843484254498,60,1,8522
1961-106,9,0.009134272490866185,3.3803197782510226e-5,3896.6747176866397,39,1,8522
1961-107,9,0.0021932111631166535,3.121975586150916e-5,3447.039288373383,16,1,8522
1961-108,30,0.1351586736134039,3.531322833533442e-5,7271.321033815979,29,1,8522
1961-109,59,0.09130775898753984,3.9329819869425e-5,113748.33751955436,1,1,8522
1961-110,12,0.008110591101232793,3.13883047176622e-5,11670.779981307018,15,1,8522
1961-111,22,0.007955866218158067,3.359199166918606e-5,16926.014039382986,1,1,8522
1961-112,7,0.0016968737103677098,3.125683743318851e-5,1188.5653409443883,1,1,8522
1961-113,60,0.18602139503485232,3.8117019249094724e-5,20877.82749708429,5,1,8522
1961-114,29,0.012158280523414887,3.356943838329585e-5,12256.612325640093,16,1,8522
1961-115,1,1.2882070088712983e-4,2.564891761567662e-5,0,423,1,8522
1961-116,16,0.022980543874426156,3.410641200545702e-5,2887.4819044930978,29,1,8522
1961-117,18,0.018608528599004127,3.52485019386676e-5,8002.085677829015,49,1,8522
1961-118,1,9.509719783360404e-4,2.718573292735972e-5,0,302,1,8522
1961-119,4,8.04191732676631e-4,2.749745648527511e-5,0,124,1,8522
1962-001,4,0.007168999987977563,3.095591877166914e-5,1573.632241617578,49,1,8522
1962-002,1,5.410546502265539e-5,2.303775888681549e-5,0,377,1,8522
1962-003,3,0.0030846880530656963,2.9218407596785974e-5,40.89036455349183,1,1,8522
1962-004,1,0.0015290633777076375,2.638800928857927e-5,0,303,1,8522
1962-005,19,0.004077701234326485,3.100102303376012e-5,2394.7395528180245,16,1,8522
1962-006,2,2.9360017152937635e-4,2.5850480818943232e-5,7298.688769155314,12,1,8522
1962-007,1,1.1190595593640933e-4,2.653857381704307e-5,0,500,1,8522
1962-008,1,7.351244515927562e-4,2.835672763363108e-5,0,304,1,8522
1962-009,4,0.0012816749070905125,2.941349491146538e-5,444.7889469337764,1,1,8522
1962-010,9,0.0011128874427805042,2.9813368314352156e-5,724.4593404989962,1,1,8522
1962-011,8,0.006665105576131125,3.1269543464665416e-5,1889.7405849822221,36,1,8522
1962-012,10,0.006450467539755927,3.169672572823227e-5,10430.73504166716,30,1,8522
1962-013,4,3.960857350061976e-4,2.7243502424671718e-5,545.128888386428,88,1,8522
1962-014,11,7.607837139525456e-4,2.874141350271606e-5,919.9160552761658,104,1,8522
1962-015,48,0.015270494516023752,3.560746332431278e-5,65350.31346744054,1,1,8522
1962-016,16,0.004577199282214051,3.262749192469575e-5,13494.6836357866,20,1,8522
1962-018,7,0.005157102383978583,3.1294986543155784e-5,4806.503800392036,97,1,8522
1962-019,43,0.014183555119387162,3.3697263782180885e-5,13016.276746484851,90,1,8522
1962-020,22,0.0239628773753396,3.3947788301592153e-05,4720.894348682217,108,1,8522
1962-021,10,0.0016412763438819122,3.0157724901233454e-5,728.717760745852,20,1,8522
1962-022,5,0.01588978663152857,3.1194434912811554e-5,30.88936556747757,60,1,8522
1962-023,6,0.0034446408122645613,3.10887272275073e-5,802.4915045873252,16,1,8522
1962-024,6,1.1673809095190447e-4,2.4897918534010556e-5,51.46440371955893,98,1,8522
1962-025,25,0.021266411323436797,3.427357164890153e-5,5515.174847177338,49,1,8522
1962-026,15,0.005322001287771889,3.200102403276905e-5,11093.583382115909,54,1,8522
1962-027,14,0.018745805906424336,3.424657534246576e-5,6624.103769847336,1,1,8522
1962-028,28,0.006656645277856009,3.359424866462862e-5,12407.87833965332,1,1,8522
1962-029,10,0.0065112279623232554,3.2913142217687525e-5,13204.947359963951,74,1,8522
1962-030,40,0.07520907127833898,3.5794824068439704e-5,22104.686333324833,5,1,8522
1962-031,17,0.0560982037826474,3.454947484798231e-5,1426.6435165950202,89,1,8522
1962-032,210,1,4.201680672268908e-5,166217.97679378337,29,1,8522
1962-033,96,0.2748895834795208,3.6941263391207984e-5,32187.17121249285,89,1,8522
1962-034,11,0.002172415433214347,3.068802553243724e-5,1608.535884117809,16,1,8522
1962-035,8,0.02072267262137708,3.279118572927597e-5,518.9997792008055,29,1,8522
1962-036,1,1.6195742228394683e-6,2.0846796889657902e-5,0,305,1,8522
1962-037,40,0.04397939216374878,3.74195479718605e-5,52185.8728030689,29,1,8522
1962-038,33,0.03159432466038753,3.6499014526607785e-5,33412.44602375736,1,1,8522
1962-040,23,0.010502286495430837,3.366663300003367e-5,11449.100651957653,1,1,8522
1962-041,9,0.0018304671975290865,2.941695593340001e-5,95.02036678396112,36,1,8522
1962-042,38,0.13381505168008234,3.7555864348217974e-5,18182.27029537524,29,1,8522
1962-043,9,7.657749850948135e-4,2.845516888142731e-5,9337.41129667837,6,1,8522
1962-045,61,0.3305723256592253,3.802570537683474e-5,19191.003868704538,29,1,8522
1962-046,21,0.004640926928779703,3.2220646990591574e-5,15187.192470148888,28,1,8522
1962-047,16,0.004461499857616594,3.127638945360148e-5,15878.2811420241,55,1,8522
1962-048,8,1.1487243126456737e-4,2.6118525870399875e-5,655.8423973778017,133,1,8522
1962-049,61,0.13897397068293124,3.851486673856108e-5,49715.31090187758,49,1,8522
1962-050,6,0.0015851651681076343,3.026634382566586e-5,347.8015743388481,1,1,8522
1962-051,5,0.009168056608331952,3.1434678737583306e-5,153.48362580902844,29,1,8522
1962-052,74,0.361447623472972,3.8581735406458585e-5,35668.164320176926,29,1,8522
1962-053,7,0.02420330255237654,3.293807641633729e-5,40.168803824867666,29,1,8522
1962-054,4,5.2729844997307534e-5,2.5133837685676228e-5,40.83029267278593,99,1,8522
1962-055,44,0.018746638699845154,3.5001750087504376e-5,18749.63126266325,16,1,8522
1962-056,5,0.0014428013508894638,2.9482001238244052e-5,163.1184347401587,90,1,8522
1962-057,83,0.17810878946471864,3.9112918997144755e-5,57377.56312010842,5,1,8522
1962-058,222,0.5455953853482943,4.212299915754002e-5,434791.2328500577,49,1,8522
1962-059,88,0.18606459473051445,3.836856846871043e-5,144315.97448936757,49,1,8522
1962-060,46,0.11255785638365884,3.612455747417094e-5,7123.436108869749,25,1,8522
1962-061,151,0.2918521430568738,4.0508790407518434e-5,252184.95983733822,5,1,8522
1962-062,26,0.04192319190126277,3.3786066626123385e-5,1352.915056837076,49,1,8522
1962-063,30,0.056317649023937176,3.4808033694176616e-5,7772.274715299812,49,1,8522
1962-064,6,0.0017784432383240267,2.9754820280885507e-5,24.262976573962554,90,1,8522
1962-065,20,0.05762816881536709,3.355704697986577e-5,656.3565534725766,5,1,8522
1962-066,55,0.28572767369476415,3.774724445115507e-5,8454.66540719809,29,1,8522
1962-067,3,0.0017034025636695634,2.8709232889297198e-5,928.8453951754598,201,1,8522
1962-068,4,0.001358127415052499,2.9705323193916353e-5,0,1,1,8522
1962-069,1,0.006486377631792043,2.9036847759807193e-5,0,307,1,8522
1962-070,8,2.2288008362297812e-4,2.6978174656702727e-5,606.5986632269,82,1,8522
1962-071,1,2.6348330438013385e-4,2.569241046194954e-5,0,502,1,8522
1962-072,17,0.006902613327206712,3.220300776092487e-5,4379.7489822275775,1,1,8522
1962-073,4,0.0013359040841247453,2.9670949173664063e-5,0,2,1,8522
1962-074,6,9.387405859609706e-4,2.9967036260113875e-5,10009.575528085928,179,1,8522
1962-075,20,0.004214962206277996,3.162855425878483e-5,9294.374120192128,9,1,8522
1962-076,24,0.012686191511869555,3.4475625732607044e-5,11125.785126140208,90,1,8522
1962-077,4,1.3513385995227883e-4,2.6320638012265417e-5,341.7365531762926,18,1,8522
1962-078,3,0.0015615842247244226,2.869275794789395e-5,1530.5400049649893,32,1,8522
1962-079,17,0.021061932038325563,3.4572169403630074e-5,7998.473239808913,29,1,8522
1962-080,73,0.22618960066671145,4.0017607747408856e-5,83945.3895417938,29,1,8522
1962-081,25,0.01964604791007711,3.251398101183509e-5,1019.5526962990448,19,1,8522
1962-082,3,5.555826280208193e-4,2.8054425585636136e-5,150.0835546484667,30,1,8522
1962-083,1,0.0033390321223642173,2.8915941358470924e-5,0,308,1,8522
1962-084,1,0.003339032122364217,2.8915941358470924e-5,0,309,1,8522
1962-089,47,0.09203217845562076,3.62437026566634e-5,32794.62163761372,5,1,8522
1962-090,14,0.0016297020088365745,3.0111412225233363e-5,5326.857471133305,38,1,8522
1962-091,4,3.558669000462278e-4,2.741378365041943e-5,19.27609397507797,96,1,8522
1962-092,5,0.0035158635630821423,3.102506825515016e-5,68.60101539789503,1,1,8522
1962-093,40,0.09260999190494963,3.494426389908096e-5,5142.656647186032,5,1,8522
1962-094,9,0.027073427576391907,3.2920726889649725e-5,153.65893530607136,29,1,8522
1962-095,23,0.016882153780031446,3.2936991535193175e-5,2982.5928017773435,15,1,8522
1962-096,96,0.10843641167033578,3.833473894042782e-5,104255.06114552444,5,1,8522
1962-097,19,0.053420825757724916,3.4858995363753616e-5,5838.103124783599,29,1,8522
1962-098,11,0.022631844699981966,3.2055391716886776e-05,100.3940860594146,29,1,8522
1962-099,86,0.055065876653159575,3.815046543567831e-5,85452.08345816287,39,1,8522
1962-100,10,0.009514905669625002,3.218745976567529e-5,2357.0625749156616,5,1,8522
1962-101,6,2.580222026557464e-4,2.6986183074265975e-5,1340.7021704915728,78,1,8522
1962-102,21,0.002707786379618154,3.198260146480315e-5,34330.5161562655,82,1,8522
1962-103,46,0.01337886200560644,3.436544211141277e-5,19172.98085997363,36,1,8522
1962-104,3,0.006035426572222126,3.025993282294913e-5,260.29976449941773,5,1,8522
1962-105,23,0.04917042197966004,3.5530289571860014e-5,15084.537511328866,29,1,8522
1962-106,5,0.01333310630927783,3.261365860022177e-5,232.6850545255527,29,1,8522
1962-107,28,0.07469663532708784,3.617814116710683e-5,5220.275632284365,29,1,8522
1962-108,29,0.08291289951638331,3.552019322985117e-5,7123.102059108581,29,1,8522
1962-109,13,0.0012317910534516594,2.9376340295525985e-5,3316.976822430087,104,1,8522
1962-110,11,0.0037455705410980693,3.1472272927550825e-5,1889.5670516823054,49,1,8522
1962-111,43,0.02551884633094166,3.572832184072314e-5,25047.41387460349,1,1,8522
1962-114,1,1.0765735403603188e-4,2.4275379909695585e-5,0,310,1,8522
1962-115,4,0.0059991102853753624,3.060537430372774e-5,8673.228453959107,311,1,8522
1962-116,1,0.002737615513803633,2.8938534552610255e-5,0,323,1,8522
1962-117,13,0.017091377935879865,3.3858134416793634e-5,9562.631768603414,29,1,8522
1962-119,19,4.17110896748263e-4,2.849246374333989e-5,6633.552962833888,82,1,8522
1962-120,9,0.0210216292665036,3.196317841846193e-5,399.8981689364652,49,1,8522
1962-121,55,0.17743094987334462,3.6878595663077147e-5,23805.91705374048,89,1,8522
1962-122,5,0.002322654727350275,3.082139004469101e-5,525.2692351853909,1,1,8522
1962-123,9,0.004103253911652665,3.0973177228520105e-5,6016.573658053465,4,1,8522
1962-124,53,0.15333598277332264,3.666226719460331e-5,16661.491208075557,5,1,8522
1962-125,36,0.06025658702653129,3.508648819339673e-5,12150.244124711498,29,1,8522
1962-127,43,0.03338766107194582,3.7810042347247425e-5,89429.60399313772,1,1,8522
1962-128,39,0.06131663253392542,3.7735849056603776e-5,32004.85213110955,1,1,8522
1962-129,40,0.09050959176726772,3.7531902116799275e-5,8391.121556416785,29,1,8522
1962-130,21,0.04801850522845525,3.4572169403630074e-5,2112.889510560023,29,1,8522
1962-131,18,0.007000308155887968,3.201639239290517e-5,641.9019518821813,36,1,8522
1962-132,13,0.0043345079800420575,3.140604880499984e-5,4830.757241641552,36,1,8522
1962-133,13,0.0017790507616453706,3.063819357210699e-5,4122.9314399662,109,1,8522
1962-134,36,0.0901115792210321,3.587830080367394e-5,6954.722652274025,49,1,8522
1962-135,10,0.011060284835375704,3.1603564882118704e-5,577.0849593053066,36,1,8522
1962-136,14,0.015936000300313644,3.360327968009678e-5,3408.1154461501997,36,1,8522
1962-137,8,0.001346379394708132,2.9429942023014213e-5,3765.899017880493,69,1,8522
1962-138,18,0.0035559699960723357,3.253619651862697e-5,15560.168369219642,11,1,8522
1962-139,98,0.32908846334935277,3.8290703017307394e-5,60917.917525684374,89,1,8522
1962-142,13,0.01219883407819843,3.3617965440731524e-5,2339.685707069631,36,1,8522
1962-143,11,3.869888852864369e-4,2.7831895352073476e-5,2244.118437555924,98,1,8522
1962-144,18,0.03324883305212673,3.384667456422406e-5,3746.367739561432,49,1,8522
1962-145,20,0.0051399043968054,3.22809735941636e-5,6125.403018944521,37,1,8522
1962-146,2,3.647044232641325e-4,2.77592715967133e-5,22.531119398962108,138,1,8522
1962-147,18,0.0046283550349891164,3.2069783849656855e-5,4137.835064117424,16,1,8522
1962-148,79,0.2713343943296092,3.8054646472334275e-5,23897.722979885464,60,1,8522
1962-149,88,0.03853672213256304,3.824091778202677e-5,146707.74830236816,16,1,8522
1962-150,96,0.34469142346556947,3.988354006301599e-5,62397.625618050944,60,1,8522
1962-151,22,0.05945509945925443,3.5162980414219915e-5,14043.116408679518,29,1,8522
1962-152,20,0.024846935603910294,3.5401989591815063e-5,14368.984427688654,1,1,8522
1962-153,15,0.015931115539343305,3.286446693834626e-5,9622.549211299754,1,1,8522
1962-154,2,0.003620005947610129,2.932723326881342e-5,0,29,1,8522
1962-155,1,0.0016515683738733192,2.7692392899670462e-5,0,313,1,8522
1962-156,1,0.0033390321223642173,2.8915941358470924e-5,0,314,1,8522
1962-157,2,0.0036200059476101296,2.932723326881342e-5,0,29,1,8522
1962-158,1,0.0016515683738733188,2.7692392899670462e-5,0,315,1,8522
1963-001,3,4.0616798123602297e-4,2.6624068157614485e-5,169.30557096439662,201,1,8522
1963-002,5,4.959899249388172e-4,2.845273999886189e-5,8259.17948656428,11,1,8522
1963-003,2,2.090000630813183e-4,2.6314404505026052e-5,528.65044136006,102,1,8522
1963-004,5,0.00631677560574818,3.080524921446614e-5,343.9843655629814,5,1,8522
1963-005,2,0.01022780297425062,3.116138481194104e-5,62.8453650539881,175,1,8522
1963-006,16,0.051536459878352085,3.390060343074106e-5,1431.6241003816115,5,1,8522
1963-007,2,0.003775823968838623,2.9367713136178086e-5,24.92947460748111,175,1,8522
1963-008,2,0.003775823968838621,2.9367713136178086e-5,24.92947460748111,175,1,8522
1963-009,3,0.004106341136615833,2.9581422866439876e-5,157.72595569451244,175,1,8522
1963-010,2,0.0037758239688386215,2.9367713136178086e-5,24.92947460748111,175,1,8522
1963-011,1,0.003339032122364217,2.8915941358470924e-5,0,316,1,8522
1963-012,2,0.010227802974250619,3.116138481194104e-5,62.8453650539881,175,1,8522
1963-013,3,1.6902186848733822e-4,2.6460626587637594e-5,269.2148520732107,43,1,8522
1963-014,3,0.0101555033845531,3.099910102607024e-5,0,206,1,8522
1963-015,3,0.01015550338455311,3.099910102607024e-5,0,206,1,8522
1963-016,2,0.001407055906582511,2.994729276473407e-5,11.6248304080816,5,1,8522
1963-017,1,2.029349001572206e-5,2.3920011481605514e-05,0,321,1,8522
1963-018,2,0.013061425692006893,3.137451761679164e-5,36.408262094218834,29,1,8522
1963-019,28,0.091109509907614,3.4985830738550885e-5,2595.4608905321606,5,1,8522
1963-020,31,0.01610891561079743,3.4560221185415586e-5,7792.76165648576,36,1,8522
1963-021,9,0.0010591196333137169,2.9530756282668398e-5,2402.8190023227253,13,1,8522
1963-022,2,2.363900641761396e-7,1.9469267760839515e-5,0,209,1,8522
1963-023,4,0.003669295540755962,2.9992202027472856e-5,526.9645840572339,189,1,8522
1963-024,5,7.178126243060548e-4,2.9180040852057192e-5,1211.4928645647121,9,1,8522
1963-026,6,0.0013739882851415777,2.9235491887151e-5,791.2411701355634,20,1,8522
1963-027,29,0.02043810275688329,3.5133330991111266e-5,16701.09714290956,1,1,8522
1963-028,11,3.6018950155524126e-4,2.7591534917087435e-5,2229.2503133863997,32,1,8522
1963-029,4,0.0010113635907800366,2.9578797917652626e-5,0,1,1,8522
1963-030,11,0.006798342938035631,3.330557868442964e-5,1883.7194051188394,1,1,8522
1963-031,8,0.0014663296571692408,2.8835063437139562e-5,3253.4653992268777,98,1,8522
1963-032,3,0.002011966392529304,2.8810971217839754e-5,176.55965030042026,31,1,8522
1963-033,2,9.721516419439784e-6,2.3065922406237024e-5,43.59931131680005,120,1,8522
1963-034,3,0.009315281746739287,3.058010458395767e-5,3.3905653692368913,29,1,8522
1963-035,16,0.0034884522770122256,3.141690229343386e-5,2429.4107519652493,90,1,8522
1963-036,11,0.010960966707697339,3.0865150158955525e-5,1223.8884703910003,20,1,8522
1963-037,22,0.021574812951915413,3.4985830738550885e-5,11722.561163676319,29,1,8522
1963-038,21,0.02390769209099853,3.475963710938858e-5,20703.339883188648,29,1,8522
1963-039,35,0.013603652223824064,3.4227820372398685e-5,7266.971400118241,90,1,8522
1963-040,10,0.005590238308333613,3.0388671103412646e-5,2551.618565757763,54,1,8522
1963-041,12,0.0026879107545434147,3.0569821472242604e-5,939.2897944031306,20,1,8522
1963-042,6,0.014941362748215819,3.245804797299491e-5,1819.6028934862172,29,1,8522
1963-043,18,0.06312704576607837,3.515679932498946e-5,1162.747040683213,29,1,8522
1963-044,3,0.0010382009969060013,2.8472993365792548e-5,61.59541721644449,36,1,8522
1963-045,72,0.1815715813939066,3.9478878799842084e-5,76436.70737138361,29,1,8522
1963-046,14,0.009424568929755614,3.167664480978175e-5,4024.9044828329415,49,1,8522
1963-047,53,0.13815763236658968,3.668244011591651e-5,13154.199359957824,25,1,8522
1963-048,36,0.09090368890227103,3.641527985142566e-5,8513.446982342399,25,1,8522
1963-049,12,0.0022649902152124487,2.979560216911984e-5,11120.895762770195,20,1,8522
1963-050,3,4.5425417101228345e-4,2.7694693696687715e-5,195.17043966908682,21,1,8522
1963-051,5,8.989253755508024e-4,2.89863474303603e-5,1184.156962858429,139,1,8522
1963-052,18,0.008066982165865377,3.2735367290821e-5,11200.385438300807,1,1,8522
1963-053,12,0.008445879645223853,3.393396450507313e-5,2955.853662177258,1,1,8522
1963-054,6,0.0016908340302958752,2.9046125246892067e-5,1971.4744831610758,45,1,8522
1963-056,5,0.007069609351634762,3.0410850591491046e-5,73.32296301019647,29,1,8522
1963-057,2,4.069233669572464e-4,2.7857481126556538e-5,224.52154868988805,2,1,8522
1963-058,5,5.563433710270878e-4,2.8051277735700862e-5,23.423245628442178,20,1,8522
1963-059,11,0.001761300370755395,2.9894472512032524e-5,570.243128316592,28,1,8522
1963-061,1,8.721675743407427e-4,2.615678376186864e-5,0,367,1,8522
1963-063,15,0.005449935137459932,3.2427524482780983e-5,3705.3747399281733,1,1,8522
1963-064,10,0.007248672946117006,3.216261417728033e-5,1662.6006272191719,1,1,8522
1963-065,5,0.002717356801119046,2.9315196998123827e-5,9497.26746965148,317,1,8522
1963-066,4,3.7617355955778617e-4,2.684347569323276e-5,12.237864190982139,90,1,8522
1963-067,186,0.8503081790708731,4.167013917826485e-5,169702.05990249963,29,1,8522
1963-068,5,0.0012994468751827582,2.9072302817106143e-5,156.65571724687322,39,1,8522
1963-069,17,0.0017462592678761481,2.9490695685511223e-5,6605.067654884018,82,1,8522
1963-070,3,0.0012837105707369121,2.9611204879926567e-5,131.0339914122625,1,1,8522
1963-074,7,0.0015392830094692479,2.983026578766817e-5,190.3770040775899,61,1,8522
1963-075,4,0.005997768104665927,3.0345329853735507e-5,70.44667529393186,29,1,8522
1963-076,4,6.246915915973029e-5,2.53318471982977e-5,212.1048862198678,71,1,8522
1963-077,33,0.10601829984003561,3.3365586733842714e-5,916.7694907216323,89,1,8522
1963-078,2,1.950492683400572e-4,2.5863852679495136e-5,0,54,1,8522
1963-079,1,4.7973896298611844e-5,2.442777927058651e-5,0,318,1,8522
1963-080,1,1.035605961758051e-6,2.0866371755279192e-5,0,319,1,8522
1963-081,31,0.037722478106679176,3.760388072049036e-5,27243.42685693903,1,1,8522
1963-082,5,0.0032977426563780654,2.9687685548034677e-5,280.5914963896091,29,1,8522
1963-083,37,0.13806065397842007,3.394433129667345e-5,1394.8237410029199,89,1,8522
1963-084,7,0.003675102380995685,2.9989503673714197e-5,493.2477060035729,36,1,8522
1963-085,2,2.363900641772162e-7,1.9469267760839515e-5,0,209,1,8522
1963-086,9,8.715850473213507e-4,2.8310967668874922e-5,506.3979865258342,104,1,8522
1963-087,13,0.034999001157885845,3.214193880174852e-5,449.2152612286985,89,1,8522
1963-088,25,0.003479804732894715,3.201434242540659e-5,7908.855049816511,90,1,8522
1963-089,2,5.906584692553096e-4,2.7824925568324105e-5,15.353951929774516,1,1,8522
1963-090,19,0.01638501375051031,3.257753453218661e-5,10010.324505679178,49,1,8522
1963-091,1,2.858521881312828e-4,2.6867275658248254e-5,0,320,1,8522
1963-092,18,0.0011308366787348301,3.0042660578020786e-5,13641.482755323881,7,1,8522
1963-093,7,0.013867723543405456,3.255420274757471e-5,470.21137329458526,29,1,8522
1963-094,12,0.001954466586294645,3.0087856541100012e-5,2290.951201026258,118,1,8522
1963-095,24,0.00532905550675877,3.2461208855417776e-5,13546.685724621659,118,1,8522
1963-096,33,0.039983979502479346,3.621220351258374e-5,21865.616820270185,49,1,8522
1963-097,15,0.026427577329207967,3.3917850964962864e-5,1312.1317237372455,49,1,8522
1963-098,15,0.024339837089769664,3.309176346007479e-5,7626.928226680044,175,1,8522
1963-099,1,3.9502855145655705e-5,2.4305471161558467e-5,0,346,1,8522
1963-100,33,0.17341703977873718,3.723562704795949e-5,18125.56452627729,29,1,8522
1963-101,25,0.014954928701364507,3.437607425232039e-5,12796.56899399144,16,1,8522
1963-102,18,0.0043417090447729016,3.2302871725296375e-5,6409.121521375405,104,1,8522
1963-103,6,0.0038626318790024035,3.1562667676672035e-5,378.0727557882794,36,1,8522
1963-104,34,0.09479169518354245,3.70919881305638e-5,34458.34947195377,29,1,8522
1963-105,23,0.030704872183848663,3.4849276877504794e-5,13940.963368675952,29,1,8522
1963-106,5,0.0018604144929850119,2.9910567403463644e-5,38.42835615240355,1,1,8522
1963-107,14,0.02024810857569341,3.261365860022177e-5,801.795251419127,49,1,8522
1963-108,2,4.1360944793750556e-5,2.4065071954565144e-5,0,213,1,8522
1963-109,9,0.002365192506411794,3.118178983473651e-5,5583.295047345835,1,1,8522
1963-111,3,0.014975582121005767,3.0710644309317605e-5,1.1105829771810665,89,1,8522
1963-112,2,4.1717147557171437e-4,2.770466823659787e-5,20.952034748896345,118,1,8522
1963-113,22,0.0566992103768464,3.543209439109946e-5,4601.153407859913,29,1,8522
1963-114,7,0.002043822874241809,2.9907883718148105e-5,765.7163594256076,7,1,8522
1963-115,36,0.061260102027730835,3.8300969014516064e-5,21214.271894856065,1,1,8522
1963-116,53,0.11773951301361188,3.516545345852235e-5,11386.421797355382,5,1,8522
1963-117,41,0.09914120019058391,3.7399955120053854e-5,15527.087434130046,29,1,8522
1963-118,7,0.0022225205006311042,3.126270047206678e-5,2228.8860949710556,1,1,8522
1963-119,34,0.009570358878159291,3.321707357581797e-5,8579.887311790397,36,1,8522
1963-120,8,0.011007012665926855,3.0973177228520105e-5,4755.932361927324,29,1,8522
1963-123,15,0.003001531614777673,3.08908933646361e-5,472.41526125708873,118,1,8522
1963-124,38,0.2005011829314678,3.717195747528065e-5,12961.747658518905,29,1,8522
1963-125,2,1.3721759366087125e-4,2.5770539119678383e-5,201.9998416241497,9,1,8522
1963-126,30,0.03204788790442,3.4741523068371316e-5,23254.14082469662,29,1,8522
1963-127,13,0.01938071523164882,3.270218123548841e-5,6058.97193927206,54,1,8522
1963-128,12,5.037397164265394e-4,2.8401829077792613e-5,3066.9718249787034,98,1,8522
1963-129,83,0.31214135738464305,3.9550704002531244e-5,60522.28768051645,29,1,8522
